Date,Title,Venue
2017-11-11 (土),『ご注文はうさぎですか？？ ～Dear My Sister～』 初日舞台挨拶　新宿バルト9（8：50）,会場: 新宿バルト9
2017-11-11 (土),『ご注文はうさぎですか？？ ～Dear My Sister～』 初日舞台挨拶　池袋HUMAXシネマズ （14：50）,会場: 池袋HUMAXシネマズ
2017-11-11 (土),『ご注文はうさぎですか？？ ～Dear My Sister～』 初日舞台挨拶　新宿バルト9（11：00）,会場: 新宿バルト9
2017-11-11 (土),『ご注文はうさぎですか？？ ～Dear My Sister～』 初日舞台挨拶　TOHOシネマズ 上野（12：10）,会場: TOHOシネマズ上野
2017-11-11 (土),『ご注文はうさぎですか？？ ～Dear My Sister～』 初日舞台挨拶　池袋HUMAXシネマズ （17：00）,会場: 池袋HUMAXシネマズ
2017-11-11 (土),『ご注文はうさぎですか？？ ～Dear My Sister～』 初日舞台挨拶　TOHOシネマズ 上野（14：25）,会場: TOHOシネマズ上野
2017-10-28 (土),『映画キラキラ☆プリキュアアラモード パリッと！想い出のミルフィーユ！』初日舞台挨拶（渋谷TOEI 10:15）,会場: 渋谷TOEI(閉館)
2017-10-28 (土),『映画キラキラ☆プリキュアアラモード パリッと！想い出のミルフィーユ！』初日舞台挨拶（新宿バルト9）,会場: 新宿バルト9
2017-10-28 (土),『映画キラキラ☆プリキュアアラモード パリッと！想い出のミルフィーユ！』初日舞台挨拶（ユナイテッド・シネマ豊洲）,会場: ユナイテッド・シネマ豊洲
2017-10-28 (土),『映画キラキラ☆プリキュアアラモード パリッと！想い出のミルフィーユ！』初日舞台挨拶（渋谷TOEI 13:00）,会場: 渋谷TOEI(閉館)
2017-10-22 (日),いわき明星大学学園祭 IMU FESTIVAL 2017  水瀬いのりトークショー,会場: 医療創生大学(旧 いわき明星大学)
2017-10-21 (土),アニメ「がっこうぐらし！」「ハロウィンかれら（ゾンビ）パーティー リターンズ」,会場: オリナス錦糸町 1Fエントリーコート
2017-10-14 (土),信長の忍び 天下糖一 二〇一七　夜の陣,会場: 東京総合美容専門学校(TSBS) マルチホール
2017-10-14 (土),信長の忍び 天下糖一 二〇一七　昼の陣,会場: 東京総合美容専門学校(TSBS) マルチホール
2017-10-07 (土),キラキラ☆プリキュアアラモード LIVE 2017 スウィート☆デコレーション 第1部 Sweet & Cute,会場: かつしかシンフォニーヒルズ モーツァルトホール
2017-10-07 (土),キラキラ☆プリキュアアラモード LIVE 2017 スウィート☆デコレーション 第2部 Bitter & Hot,会場: かつしかシンフォニーヒルズ モーツァルトホール
2017-09-30 (土),TVアニメ「少女終末旅行」先行上映イベント,会場: TOHOシネマズ日本橋
2017-09-23 (土),『キラキラ☆プリキュアアラモード』トーク&ミニミニライブ,会場: 旧ポニーキャニオン1Fイベントスペース(閉館)
2017-09-21 (木),t7s 3rd Anniversary Live Blu-ray 発売記念先行上映会,会場: 新宿バルト9
2017-09-17 (日),TVアニメ「信長の忍び」京都プレミアム上映会＆トークショー,会場: 京都KBSホール
2017-09-17 (日),京まふ2017 2日目 信長の忍び～伊勢・金ヶ崎篇～　京まふの陣,会場: ロームシアター京都 サウスホール
2017-09-16 (土),『信長の忍び』トークショー,会場: 東映太秦映画村 パディオス3F 多目的ホール
2017-08-27 (日),Animelo Summer Live 2017 -THE CARD- 3日目,会場: さいたまスーパーアリーナ
2017-08-26 (土),Animelo Summer Live 2017 -THE CARD- 2日目,会場: さいたまスーパーアリーナ
2017-07-15 (土),実写映画「心が叫びたがってるんだ。」 先行上映会 第1部,会場: 秩父宮記念市民会館 大ホールフォレスタ
2017-07-15 (土),実写映画「心が叫びたがってるんだ。」 先行上映会 第2部,会場: 秩父宮記念市民会館 大ホールフォレスタ
2017-07-08 (土),『終末なにしてますか？…』 最終回をみんなで観よう応援ライブ,会場: EJアニメシアター新宿(旧 角川シネマ新宿)(閉館)
2017-07-01 (土),国際フェスティバルトークショー2017 ~いのりんとhappy time~,会場: 拓殖大学 八王子国際キャンパス
2017-06-25 (日),まんがタイムきららフェスタ！2017 夜公演,会場: TOKYO DOME CITY HALL(東京ドームシティホール)
2017-06-25 (日),まんがタイムきららフェスタ！2017 昼公演,会場: TOKYO DOME CITY HALL(東京ドームシティホール)
2017-06-17 (土),しあわせ いのりまち　第三回町民集会 ～ちょっと早めのまちの夏祭り in 東京～<昼の部>,会場: 品川プリンスホテル ステラボール
2017-06-17 (土),しあわせ いのりまち　第三回町民集会 ～ちょっと早めのまちの夏祭り in 東京～<夜の部>,会場: 品川プリンスホテル ステラボール
2017-06-10 (土),しあわせ いのりまち　第三回町民集会 ～ちょっと早めのまちの夏祭り in 大阪～,会場: NHK大阪ホール
2017-06-03 (土),チマメ隊 ワンマンライブ　chimame march,会場: EXシアター六本木(EX THEATER ROPPONGI)
2017-05-14 (日),COMCHA FES 2017 in 野音,会場: 日比谷野外大音楽堂
2017-05-07 (日),ViVid☆PARTY,会場: 舞浜アンフィシアター
2017-05-02 (火),『信長の忍び』第1期のイッキ見上映&トークショー,会場: 新宿バルト9
2017-04-23 (日),Tokyo 7th シスターズ 3rd Anniversary Live 17’→XX -CHAIN THE BLOSSOM- in Makuhari Messe 2日目 夜の部,会場: 幕張メッセ イベントホール
2017-04-23 (日),Tokyo 7th シスターズ 3rd Anniversary Live 17’→XX -CHAIN THE BLOSSOM- in Makuhari Messe 2日目 昼の部,会場: 幕張メッセ イベントホール
2017-04-22 (土),Tokyo 7th シスターズ 3rd Anniversary Live 17’→XX -CHAIN THE BLOSSOM- in Makuhari Messe 1日目,会場: 幕張メッセ イベントホール
2017-04-11 (火),「t7s Longing for summer Again And Again 〜ハルカゼ〜」 発売記念上映会＆トークショー,会場: 新宿バルト9
2017-04-09 (日),ダンガンロンパ３ ファンミーティング2017ファイナル ～ワックワクのドッキドキ！希望と絶望の学園祭～ （夜の部）,会場: 川崎市教育文化会館
2017-04-09 (日),ダンガンロンパ３ ファンミーティング2017ファイナル ～ワックワクのドッキドキ！希望と絶望の学園祭～ （昼の部）,会場: 川崎市教育文化会館
2017-04-02 (日),TVアニメ「Re:CREATORS」 第1・2話先行上映会 東京 13:30回,会場: [初代]ニッショーホール(旧日本消防会館)(閉館)
2017-04-02 (日),TVアニメ「Re:CREATORS」 第1・2話先行上映会 大阪 18:30回,会場: 梅田スカイビル タワーウエスト3F ステラホール
2017-04-01 (土),ラジオ「政宗くんのリベンジ」～あやか・いのりの公録は豚足の始まり～第１部,会場: 13式催事空間(閉館)
2017-04-01 (土),ラジオ「政宗くんのリベンジ」～あやか・いのりの公録は豚足の始まり～第２部,会場: 13式催事空間(閉館)
2017-03-26 (日),AnimeJapan 2017 2日目 GREENステージ Program 1 TVアニメ「Re:CREATORS」スペシャルステージ,会場: 東京ビッグサイト(東京国際展示場)
2017-03-25 (土),AnimeJapan 2017 1日目 REDステージ Program 4 「ご注文はラジオですか？？～チマメ隊のポポロンラジオ～」 アニメジャパンスペシャル出張版,会場: 東京ビッグサイト(東京国際展示場)
2017-03-25 (土),AnimeJapan 2017 1日目 GREENステージ Program1 TVアニメ「ソード・オラトリア」放送直前ステージ,会場: 東京ビッグサイト(東京国際展示場)
2017-03-25 (土),AnimeJapan 2017 1日目 NBCユニバーサルブース ご注文はラジオですか？？～チマメ隊のポポロンラジオ～ミニ,会場: 東京ビッグサイト(東京国際展示場)
2017-03-08 (水),TBS「ライブB♪」番組観覧 2017/03/08,会場: TBSテレビ Bスタジオ
2017-03-05 (日),KING SUPER LIVE 2017 TRINITY,会場: 日本武道館
2017-03-04 (土),「魔法少女育成計画」キャラクターソング LIVE 『Musica Magica』 [昼の部],会場: 舞浜アンフィシアター
2017-03-04 (土),「魔法少女育成計画」キャラクターソング LIVE 『Musica Magica』 [夜の部],会場: 舞浜アンフィシアター
2017-02-19 (日),TSUKIPRO LIVE 2017 ~After Valentine~ 1回目,会場: 加須文化・学習センター パストラルかぞ
2017-02-19 (日),TSUKIPRO LIVE 2017 ~After Valentine~ 2回目,会場: 加須文化・学習センター パストラルかぞ
2017-02-05 (日),アニメ紅白歌合戦 vol.6 代々木ファイナル,会場: 国立代々木競技場第一体育館
2017-01-28 (土),リスアニ！LIVE 2017 SATURDAY STAGE,会場: 日本武道館
2017-01-21 (土),Rejet Fes.2017 CHANGE(1月21日 昼公演),会場: 東京国際フォーラム ホールA
2017-01-14 (土),ANIMAX MUSIX 2017 OSAKA,会場: 大阪城ホール
2016-11-20 (日),工学院大学 第67回新宿祭 水瀬いのり ライブ＆トークショー ’ご注文はいのりですか？’,会場: 工学院大学 新宿キャンパス
2016-11-14 (月),『ピリオドゼロ』公開ニコ生in池袋,会場: タイトーステーション池袋西口店
2016-11-13 (日),TVアニメ「Re：ゼロから始める異世界生活」スペシャルイベント 夜公演,会場: 山野ホール
2016-11-13 (日),TVアニメ「Re：ゼロから始める異世界生活」スペシャルイベント 昼公演,会場: 山野ホール
2016-11-06 (日),「ネトゲの嫁はイベント開催しないと思った?」<夜の部>,会場: [初代]ニッショーホール(旧日本消防会館)(閉館)
2016-11-06 (日),「ネトゲの嫁はイベント開催しないと思った?」<昼の部>,会場: [初代]ニッショーホール(旧日本消防会館)(閉館)
2016-11-05 (土),第54回千葉大祭 水瀬いのりトークショー ～千葉大でも幸せ☆いのりっ☆～,会場: 千葉大学 西千葉キャンパス
2016-11-04 (金),声優『水瀬いのり』＆『長谷川ヨシテル』生登場！漫画『信長の忍び』ＴＶアニメ化記念紹介ＳＰ！（金）ニコラジ,会場: ニコニコ本社(池袋)B1F ニコぶくろスタジオ(閉館)
2016-10-15 (土),いのりとりえの挑戦！○○の秋！,会場: 学習院大学 百周年記念会館
2016-10-09 (日),専修大学 2016年度神田鳳祭2日目 水瀬いのりトークショー いのりがたり。～in 専修大学～,会場: 専修大学 神田キャンパス
2016-10-02 (日),電撃文庫 秋の祭典2016「ねじ巻き精霊戦記 天鏡のアルデラミン」ステージ,会場: 秋葉原UDX2F アキバ・スクエア(AKIBA SQUARE)
2016-10-02 (日),電撃文庫 秋の祭典2016「ネトゲの嫁は女の子じゃないと思った？」,会場: 秋葉原UDX4F UDXシアター
2016-09-26 (月),「シブヤノオト」＆「NAOMIの部屋」公開収録 2016年9月26日,会場: NHKホール
2016-09-24 (土),ロコドルフェスタ,会場: 市川市文化会館 大ホール
2016-09-18 (日),アニメ「Re:ゼロから始める異世界生活」最終話放送直前イベント 【夜公演】,会場: [初代]ニッショーホール(旧日本消防会館)(閉館)
2016-09-18 (日),アニメ「Re:ゼロから始める異世界生活」最終話放送直前イベント 【昼公演】,会場: [初代]ニッショーホール(旧日本消防会館)(閉館)
2016-09-17 (土),京都国際マンガ・アニメフェア(京まふ)2016 1日目 「Tokyo 7th シスターズ」トークショー,会場: みやこめっせ(京都市勧業館)
2016-09-17 (土),京都国際マンガ・アニメフェア(京まふ)2016 1日目 オープニングセレモニー,会場: みやこめっせ(京都市勧業館)
2016-09-17 (土),京都国際マンガ・アニメフェア(京まふ)2016 1日目  放送開始直前‼ 信長の忍び in 京都,会場: みやこめっせ(京都市勧業館)
2016-08-28 (日),C3TOKYO2016 2日目 メインステージ C3TOKYO ワーナー夏の電撃文庫アニメ祭り,会場: 幕張メッセ 国際展示場ホール
2016-08-27 (土),FF28　リスアニ！LIVE  TAIWAN 特別宣伝イベント,会場: 台北市花博公園 爭艷館
2016-08-21 (日),Tokyo 7th シスターズ 2nd Live 16'→30'→34' -INTO THE 2ND GEAR- 夜公演,会場: パシフィコ横浜  国立大ホール
2016-08-21 (日),Tokyo 7th シスターズ 2nd Live 16'→30'→34' -INTO THE 2ND GEAR- 昼公演,会場: パシフィコ横浜  国立大ホール
2016-08-07 (日),『心が叫びたがってるんだ。』スペシャルイベント～秩父ふれあい交流会～ （夜公演）,会場: 秩父市役所駐車場
2016-08-07 (日),『心が叫びたがってるんだ。』スペシャルイベント～秩父ふれあい交流会～ （昼公演）,会場: 秩父市役所駐車場
2016-07-17 (日),MF文庫J『夏の学園祭2016』 MF文庫Jをもっとディープに楽しもう！スペシャルトークステージ,会場: EBiS303
2016-07-09 (土),上海CCG 2016　CCG MAX 水瀬いのりライブ＆トークショー,会場: 上海世博展览馆(上海万博展覧館)
2016-07-09 (土),上海CCG 2016　CCG EXPO 水瀬いのりトークショー,会場: 上海世博展览馆(上海万博展覧館)
2016-07-09 (土),心が叫びたがってるんだ。／舞台挨拶〔上海〕  保利国际影城上海世博店,会場: 保利国际影城上海世博店
2016-07-09 (土),心が叫びたがってるんだ。／舞台挨拶〔上海〕    上海兰生典尚影院,会場: 上海兰生典尚影院
2016-06-26 (日),まんがタイムきららフェスタ！2016 夜公演,会場: TOKYO DOME CITY HALL(東京ドームシティホール)
2016-06-26 (日),まんがタイムきららフェスタ！2016 昼公演,会場: TOKYO DOME CITY HALL(東京ドームシティホール)
2016-06-18 (土),「普通の女子校生が【ろこどる】やってみた。」第3回初夏の流川祭り,会場: 品川プリンスホテル ステラボール
2016-06-10 (金),しあわせをいのるよる,会場: TOHOシネマズ新宿
2016-06-10 (金),アニメガタリスペシャルパッケージ 発売記念スペシャルイベント,会場: TOHOシネマズ新宿
2016-06-05 (日),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 とらのあな秋葉原店,会場: とらのあな秋葉原店C イベントスペース(閉店)
2016-06-05 (日),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 AKIHABARAゲーマーズ本店(1回目),会場: AKIHABARAゲーマーズ本店
2016-06-05 (日),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 AKIHABARAゲーマーズ本店(2回目),会場: AKIHABARAゲーマーズ本店
2016-06-04 (土),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 アニメイト池袋本店(1回目),会場: アニメイト池袋本店
2016-06-04 (土),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 アニメイト池袋本店(2回目),会場: アニメイト池袋本店
2016-05-29 (日),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 ゲーマーズなんば店,会場: ゲーマーズなんば店
2016-05-29 (日),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 アニメイト大阪日本橋,会場: アニメイト大阪日本橋
2016-05-28 (土),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 とらのあな名古屋店,会場: [2代目]とらのあな名古屋店(閉店)
2016-05-28 (土),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 第3太閤ビル,会場: 第3太閤ビル
2016-05-25 (水),第25回日本映画批評大賞,会場: 東京芸術劇場 コンサートホール(大ホール)
2016-05-22 (日),@JAM 2016 Day2 supported by リスアニ!TV,会場: Zepp DiverCity (TOKYO)
2016-05-21 (土),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 イービーンズビル(1回目),会場: 仙台駅前EBeanS(イービーンズ)
2016-05-21 (土),水瀬いのり2nd Single「harmony ribbon」発売記念ミニライブ＆ポスターお渡し会 イービーンズビル(2回目),会場: 仙台駅前EBeanS(イービーンズ)
2016-05-15 (日),幻影異聞録♯FE プレミアムLIVE～エンタキングダム～ 昼公演,会場: 中野サンプラザホール(閉館)
2016-05-15 (日),幻影異聞録♯FE プレミアムLIVE～エンタキングダム～ 夜公演,会場: 中野サンプラザホール(閉館)
2016-05-08 (日),「普通の女子校生が【ろこどる】やってみた。」スペシャルイベント ～ろこどる課外活動報告会その2～,会場: 南青山Future SEVEN
2016-05-07 (土),ご注文はうさぎですか?? Rabbit House Tea Party 2016 昼公演,会場: パシフィコ横浜  国立大ホール
2016-05-07 (土),ご注文はうさぎですか?? Rabbit House Tea Party 2016 夜公演,会場: パシフィコ横浜  国立大ホール
2016-05-01 (日),「コメット・ルシファー」プレミアムイベント～ライブファンタジア～,会場: J:COMホール八王子(八王子市民会館)
2016-04-30 (土),三澤紗千香・水瀬いのりトークショー ～Unite Two Buds～,会場: 調布市グリーンホール 小ホール
2016-04-10 (日),B.L.T.VOICE GIRLS Vol.25 発売記念 佐倉綾音トークショー,会場: 秋葉原UDX4F UDX GALLERY NEXT
2016-04-02 (土),声優パラダイスR Vol.11 Tokyo 7th シスターズ 水瀬いのりさん＆渕上舞さん 特典お渡し会 (ゲーマーズ回),会場: アニメイト池袋本店
2016-04-02 (土),声優パラダイスR Vol.11 Tokyo 7th シスターズ 水瀬いのりさん＆渕上舞さん 特典お渡し会 (アニメイト回),会場: アニメイト池袋本店
2016-03-31 (木),ANISON HISTORY JAPAN!! 2nd STAGE,会場: NHKホール
2016-03-30 (水),ANISON HISTORY JAPAN!! 1st STAGE,会場: NHKホール
2016-03-27 (日),AnimeJapan 2016 2日目「38M GIRLS PROJECT」スペシャルステージ,会場: 東京ビッグサイト(東京国際展示場)
2016-03-26 (土),AJ Night 2016,会場: ディファ有明(閉館)
2016-03-26 (土),AnimeJapan 2016 1日目 GREENステージ Program 1 ラクエンロジック スペシャルトークステージ,会場: 東京ビッグサイト(東京国際展示場)
2016-03-26 (土),AnimeJapan 2016 1日目 BLUEステージ Program 6 「ネトゲの嫁は女の子じゃないと思った？」ステージイベント,会場: 東京ビッグサイト(東京国際展示場)
2016-03-19 (土),しあわせ いのりまち 第二回町民集会 〜まちの感謝祭〜 1部,会場: ラフォーレミュージアム原宿
2016-03-19 (土),しあわせ いのりまち 第二回町民集会 〜まちの感謝祭〜 3部,会場: ラフォーレミュージアム原宿
2016-03-19 (土),しあわせ いのりまち 第二回町民集会 〜まちの感謝祭〜 2部,会場: ラフォーレミュージアム原宿
2016-03-13 (日),ゲームの電撃 感謝祭2016＆電撃文庫 春の祭典2016＆電撃コミック祭2016 UDXステージ『ネトゲの嫁は女の子じゃないと思った？』,会場: 秋葉原UDX2F アキバ・スクエア(AKIBA SQUARE)
2016-03-13 (日),ゲームの電撃 感謝祭2016＆電撃文庫 春の祭典2016＆電撃コミック祭2016　UDXステージ 『ねじ巻き精霊戦記　天鏡のアルデラミン』,会場: 秋葉原UDX2F アキバ・スクエア(AKIBA SQUARE)
2016-03-06 (日),ガンガンGA FES．2016 SPRING 昼の部,会場: 舞浜アンフィシアター
2016-03-06 (日),ガンガンGA FES．2016 SPRING 夜の部,会場: 舞浜アンフィシアター
2016-02-28 (日),シンフォギアライブ2016 2日目,会場: 日本武道館
2016-02-27 (土),シンフォギアライブ2016 1日目,会場: 日本武道館
2016-02-21 (日),「ダンジョンに出会いを求めるのは間違っているだろうか」神様の感謝祭(ヘスティアパーティー),会場: かつしかシンフォニーヒルズ モーツァルトホール
2016-02-14 (日),ナゴヤアニソンフェス2016 in ナガシマスパーランド,会場: ナガシマスパーランド
2016-02-06 (土),ＴＶアニメ『がっこうぐらし！』スペシャルイベント　巡ヶ丘学院高校　グレート文化祭！ 《昼公演》,会場: ディファ有明(閉館)
2016-02-06 (土),ＴＶアニメ『がっこうぐらし！』スペシャルイベント　巡ヶ丘学院高校　グレート文化祭！ 《夜公演》,会場: ディファ有明(閉館)
2016-01-31 (日),FF27  水瀬いのり TalkShow & MiniLive,会場: 台北市花博公園 爭艷館
2016-01-10 (日),水瀬いのり デビューシングル発売記念 ミニライブ＆ポスターお渡し会 アニメイト横浜,会場: アニメイト横浜(旧店舗/移転済)
2016-01-10 (日),水瀬いのり デビューシングル発売記念 ミニライブ＆ポスターお渡し会 第3太閤ビル,会場: 第3太閤ビル
2016-01-09 (土),水瀬いのり デビューシングル発売記念 ミニライブ＆ポスターお渡し会 ゲーマーズなんば店,会場: ゲーマーズなんば店
2016-01-09 (土),水瀬いのり デビューシングル発売記念 ミニライブ＆ポスターお渡し会 アニメイト大阪日本橋,会場: アニメイト大阪日本橋
2015-12-29 (火),「ご注文はうさぎですか？？」トークショー,会場: 秋葉原UDX2F アキバ・スクエア(AKIBA SQUARE)
2015-12-26 (土),水瀬いのり デビューシングル発売記念 ミニライブ＆ポスターお渡し会 とらのあな秋葉原店,会場: とらのあな秋葉原店C イベントスペース(閉店)
2015-12-26 (土),水瀬いのり デビューシングル発売記念 ミニライブ＆ポスターお渡し会 AKIHABARAゲーマーズ本店 2回目,会場: AKIHABARAゲーマーズ本店
2015-12-26 (土),水瀬いのり デビューシングル発売記念 ミニライブ＆ポスターお渡し会 AKIHABARAゲーマーズ本店 1回目,会場: AKIHABARAゲーマーズ本店
2015-12-13 (日),アニメJAM 2015【Pop Stage】,会場: 幕張メッセ 国際展示場ホール
2015-12-12 (土),水瀬いのりさん 西武秩父駅　1日駅長就任,会場: 西武秩父駅
2015-12-12 (土),映画「心が叫びたがってるんだ。」トークショー,会場: 妙見の森公園(秩父市)
2015-12-04 (金),「ご注文はうさぎですか？？」CHINO Birthday Party,会場: 中野サンプラザホール(閉館)
2015-12-02 (水),水瀬いのり デビューシングル発売記念 Birthdayミニライブ＆ポスターお渡し会,会場: アニメイト新宿(旧店舗/移転済)
2015-11-29 (日),大アクアプラス祭　-20th Anniversary- 11月29日の部,会場: 両国国技館
2015-11-28 (土),大アクアプラス祭　-20th Anniversary- 11月28日の部,会場: 両国国技館
2015-11-20 (金),t7s 1st Anniversary Live in Zepp Tokyo 15'→34' 「H-A-J-I-M-A-L-I-V-E-!!」Screening Party!! In TOHO CHINEMAS SHINJUKU,会場: TOHOシネマズ新宿
2015-11-07 (土),水瀬いのりトークショー in 早稲田祭,会場: 早稲田大学 早稲田キャンパス15号館
2015-11-07 (土),「復刻版あの花ラジオ」 最終回公開収録,会場: ノイタミナショップ&カフェシアター
2015-11-03 (火),2015年度第68回自主法政祭 水瀬いのり&伊波杏樹トークショー,会場: 法政大学 市ヶ谷キャンパス
2015-11-01 (日),心が叫びたがってるんだ。／大ヒット御礼舞台挨拶〔東京〕TOHOシネマズ新宿 上映後舞台挨拶,会場: TOHOシネマズ新宿
2015-11-01 (日),心が叫びたがってるんだ。／大ヒット御礼舞台挨拶〔東京〕TOHOシネマズ新宿 上映前舞台挨拶,会場: TOHOシネマズ新宿
2015-11-01 (日),心が叫びたがってるんだ。／大ヒット御礼舞台挨拶〔千葉〕TOHOシネマズららぽーと船橋 上映後舞台挨拶,会場: TOHOシネマズららぽーと船橋
2015-11-01 (日),心が叫びたがってるんだ。／大ヒット御礼舞台挨拶〔千葉〕京成ローザ⑩ 上映後舞台挨拶,会場: 京成ローザ10
2015-11-01 (日),心が叫びたがってるんだ。／大ヒット御礼舞台挨拶〔千葉〕TOHOシネマズららぽーと船橋 上映前舞台挨拶,会場: TOHOシネマズららぽーと船橋
2015-10-31 (土),駒澤大学 オータムフェスティバル2015 水瀬いのりトークショー ～いのりの課外講義～,会場: 駒澤大学 駒沢キャンパス
2015-10-25 (日),「実は私は」Blu-ray＆DVD　第1巻発売記念イベント<2回目>,会場: 旧ポニーキャニオン1Fイベントスペース(閉館)
2015-10-25 (日),「実は私は」Blu-ray＆DVD　第1巻発売記念イベント<1回目>,会場: 旧ポニーキャニオン1Fイベントスペース(閉館)
2015-10-24 (土),心が叫びたがってるんだ。／大ヒット御礼舞台挨拶〔神奈川〕チネチッタ 上映後舞台挨拶,会場: 川崎チネチッタ(CINECITTA')
2015-10-24 (土),心が叫びたがってるんだ。／大ヒット御礼舞台挨拶〔神奈川〕横浜ブルク１３ 上映後舞台挨拶,会場: 横浜ブルク13
2015-10-24 (土),心が叫びたがってるんだ。／大ヒット御礼舞台挨拶〔神奈川〕横浜ブルク１３ 上映前舞台挨拶,会場: 横浜ブルク13
2015-10-24 (土),心が叫びたがってるんだ。／大ヒット御礼舞台挨拶〔神奈川〕TOHOシネマズ海老名 上映後舞台挨拶,会場: TOHOシネマズ海老名
2015-10-24 (土),心が叫びたがってるんだ。／大ヒット御礼舞台挨拶〔神奈川〕TOHOシネマズ海老名 上映前舞台挨拶,会場: TOHOシネマズ海老名
2015-10-18 (日),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔東北・北関東編〕MOVIX宇都宮 上映後舞台挨拶,会場: MOVIX宇都宮
2015-10-18 (日),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔東北・北関東編〕イオンシネマ福島 上映後舞台挨拶,会場: イオンシネマ福島
2015-10-18 (日),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔東北・北関東編〕MOVIX宇都宮 上映前舞台挨拶,会場: MOVIX宇都宮
2015-10-18 (日),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔東北・北関東編〕イオンシネマ福島 上映前舞台挨拶,会場: イオンシネマ福島
2015-10-17 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔北海道・東北編〕MOVIX仙台 上映後舞台挨拶,会場: MOVIX仙台
2015-10-17 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔北海道・東北編〕MOVIX仙台 上映前舞台挨拶,会場: MOVIX仙台
2015-10-17 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔北海道・東北編〕札幌シネマフロンティア 上映前舞台挨拶,会場: 札幌シネマフロンティア
2015-10-17 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔北海道・東北編〕札幌シネマフロンティア 上映後 舞台挨拶,会場: 札幌シネマフロンティア
2015-10-11 (日),水瀬いのりトークショー「いのりまち出張所in矢上キャンパス」,会場: 慶應義塾大学 矢上キャンパス
2015-10-10 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔北陸編〕イオンシネマ金沢フォーラス 上映後舞台挨拶,会場: イオンシネマ金沢フォーラス
2015-10-10 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔北陸編〕TOHOシネマズファボーレ富山 上映前舞台挨拶,会場: TOHOシネマズファボーレ富山
2015-10-10 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔北陸編〕TOHOシネマズファボーレ富山 上映後舞台挨拶,会場: TOHOシネマズファボーレ富山
2015-10-10 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔北陸編〕イオンシネマ金沢フォーラス 上映前舞台挨拶,会場: イオンシネマ金沢フォーラス
2015-10-04 (日),電撃文庫 秋の祭典2015　メインステージ『ネトゲの嫁は女の子じゃないと思った？』,会場: 秋葉原UDX2F アキバ・スクエア(AKIBA SQUARE)
2015-10-04 (日),「ご注文はうさぎですか？？」 第1羽　先行上映会,会場: 新宿ピカデリー
2015-10-03 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔九州編〕 T・ジョイ博多 上映後舞台挨拶,会場: T・ジョイ博多
2015-10-03 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔九州編〕 T・ジョイ博多 上映前舞台挨拶,会場: T・ジョイ博多
2015-10-03 (土),心が叫びたがってるんだ。／順の全国舞台挨拶旅〔九州編〕 鹿児島ミッテ10 上映後舞台挨拶,会場: 鹿児島ミッテ10
2015-09-27 (日),心が叫びたがってるんだ。／舞台挨拶〔京都〕 T・ジョイ京都 上映後舞台挨拶,会場: T・ジョイ京都
2015-09-27 (日),心が叫びたがってるんだ。／舞台挨拶〔愛知〕 109シネマズ名古屋 上映前舞台挨拶,会場: 109シネマズ名古屋
2015-09-27 (日),心が叫びたがってるんだ。／舞台挨拶〔愛知〕 109シネマズ名古屋 上映後舞台挨拶,会場: 109シネマズ名古屋
2015-09-27 (日),心が叫びたがってるんだ。／舞台挨拶〔京都〕 T・ジョイ京都 上映前舞台挨拶,会場: T・ジョイ京都
2015-09-27 (日),心が叫びたがってるんだ。／舞台挨拶〔愛知〕 ミッドランドスクエアシネマ 上映前舞台挨拶,会場: ミッドランドスクエアシネマ
2015-09-27 (日),心が叫びたがってるんだ。／舞台挨拶〔愛知〕 ミッドランドスクエアシネマ 上映後舞台挨拶,会場: ミッドランドスクエアシネマ
